Time, GPU Index, Temp C, GPU %, Memory %
2016-11-21 19:07:15.451000,GPU0,33,5,2
2016-11-21 19:07:17.456000,GPU0,33,5,2
2016-11-21 19:07:19.461000,GPU0,33,5,2
2016-11-21 19:07:21.465000,GPU0,33,3,1
2016-11-21 19:07:23.469000,GPU0,33,7,2
2016-11-21 19:07:25.473000,GPU0,33,3,1
2016-11-21 19:07:27.478000,GPU0,33,6,3
2016-11-21 19:07:29.483000,GPU0,33,5,2
2016-11-21 19:07:31.496000,GPU0,33,5,2
2016-11-21 19:07:33.500000,GPU0,33,8,3
2016-11-21 19:07:35.504000,GPU0,33,4,2
2016-11-21 19:07:37.510000,GPU0,33,3,1
2016-11-21 19:07:39.514000,GPU0,33,3,1
2016-11-21 19:07:41.520000,GPU0,33,6,3
2016-11-21 19:07:43.528000,GPU0,33,8,3
2016-11-21 19:07:45.533000,GPU0,33,6,2
2016-11-21 19:07:47.539000,GPU0,33,5,2
2016-11-21 19:07:49.545000,GPU0,33,3,1
2016-11-21 19:07:51.550000,GPU0,33,3,1
2016-11-21 19:07:53.555000,GPU0,33,6,2
2016-11-21 19:07:55.561000,GPU0,33,7,3
2016-11-21 19:07:57.567000,GPU0,33,6,3
2016-11-21 19:07:59.572000,GPU0,33,5,2
2016-11-21 19:08:01.578000,GPU0,33,5,2
2016-11-21 19:08:03.583000,GPU0,33,6,2
2016-11-21 19:08:05.588000,GPU0,33,3,1
2016-11-21 19:08:07.593000,GPU0,33,7,3
2016-11-21 19:08:09.597000,GPU0,33,5,2
2016-11-21 19:08:11.603000,GPU0,33,4,2
2016-11-21 19:08:13.609000,GPU0,33,9,3
2016-11-21 19:08:15.613000,GPU0,33,5,2
2016-11-21 19:08:17.619000,GPU0,33,7,4
2016-11-21 19:08:19.625000,GPU0,33,3,1
2016-11-21 19:08:21.632000,GPU0,33,3,1
2016-11-21 19:08:23.635000,GPU0,33,9,3
2016-11-21 19:08:25.641000,GPU0,33,5,2
2016-11-21 19:08:27.647000,GPU0,33,16,9
2016-11-21 19:08:29.652000,GPU0,33,5,2
2016-11-21 19:08:31.657000,GPU0,33,4,2
2016-11-21 19:08:33.661000,GPU0,33,6,2
2016-11-21 19:08:35.667000,GPU0,33,3,1
2016-11-21 19:08:37.672000,GPU0,33,15,9
2016-11-21 19:08:39.677000,GPU0,33,6,2
2016-11-21 19:08:41.682000,GPU0,33,5,2
2016-11-21 19:08:43.689000,GPU0,33,9,3
2016-11-21 19:08:45.694000,GPU0,33,4,1
2016-11-21 19:08:47.700000,GPU0,33,13,8
2016-11-21 19:08:49.705000,GPU0,33,4,2
2016-11-21 19:08:51.708000,GPU0,33,6,2
2016-11-21 19:08:53.714000,GPU0,33,8,3
2016-11-21 19:08:55.718000,GPU0,33,5,2
2016-11-21 19:08:57.723000,GPU0,33,15,9
2016-11-21 19:08:59.728000,GPU0,33,4,2
2016-11-21 19:09:01.733000,GPU0,33,4,2
2016-11-21 19:09:03.737000,GPU0,33,7,2
2016-11-21 19:09:05.742000,GPU0,33,5,2
2016-11-21 19:09:07.747000,GPU0,33,15,9
2016-11-21 19:09:09.754000,GPU0,33,6,2
2016-11-21 19:09:11.757000,GPU0,33,6,2
2016-11-21 19:09:13.761000,GPU0,33,6,2
2016-11-21 19:09:15.767000,GPU0,33,4,1
2016-11-21 19:09:17.770000,GPU0,33,14,8
2016-11-21 19:09:19.774000,GPU0,33,6,2
2016-11-21 19:09:21.779000,GPU0,33,6,2
2016-11-21 19:09:23.783000,GPU0,33,8,3
2016-11-21 19:09:25.789000,GPU0,33,5,2
2016-11-21 19:09:27.792000,GPU0,33,13,8
2016-11-21 19:09:29.797000,GPU0,33,4,2
2016-11-21 19:09:31.802000,GPU0,33,4,1
2016-11-21 19:09:33.806000,GPU0,33,8,3
2016-11-21 19:09:35.810000,GPU0,33,5,2
2016-11-21 19:09:37.814000,GPU0,33,16,9
2016-11-21 19:09:39.819000,GPU0,33,6,2
2016-11-21 19:09:41.823000,GPU0,33,4,1
2016-11-21 19:09:43.828000,GPU0,33,5,2
2016-11-21 19:09:45.836000,GPU0,33,3,1
2016-11-21 19:09:47.839000,GPU0,34,2,1
2016-11-21 19:09:49.844000,GPU0,35,1,0
2016-11-21 19:09:51.849000,GPU0,35,1,0
2016-11-21 19:09:53.857000,GPU0,34,4,1
2016-11-21 19:09:55.862000,GPU0,34,3,1
2016-11-21 19:09:57.867000,GPU0,34,13,8
2016-11-21 19:09:59.872000,GPU0,34,5,2
2016-11-21 19:10:01.878000,GPU0,34,5,2
2016-11-21 19:10:03.885000,GPU0,34,7,2
2016-11-21 19:10:05.892000,GPU0,34,5,2
2016-11-21 19:10:07.899000,GPU0,34,14,8
2016-11-21 19:10:09.903000,GPU0,33,3,1
2016-11-21 19:10:11.908000,GPU0,33,3,1
2016-11-21 19:10:13.912000,GPU0,34,5,2
2016-11-21 19:10:15.916000,GPU0,34,5,2
2016-11-21 19:10:17.922000,GPU0,34,14,8
2016-11-21 19:10:19.926000,GPU0,34,5,2
2016-11-21 19:10:21.931000,GPU0,33,4,2
2016-11-21 19:10:23.937000,GPU0,33,4,2
2016-11-21 19:10:25.940000,GPU0,33,3,1
2016-11-21 19:10:27.946000,GPU0,33,13,8
2016-11-21 19:10:29.953000,GPU0,33,7,3
2016-11-21 19:10:31.958000,GPU0,34,6,2
2016-11-21 19:10:33.963000,GPU0,33,6,2
2016-11-21 19:10:35.967000,GPU0,33,6,2
2016-11-21 19:10:37.972000,GPU0,33,13,8
2016-11-21 19:10:39.977000,GPU0,34,5,2
2016-11-21 19:10:41.995000,GPU0,33,4,1
2016-11-21 19:10:44.002000,GPU0,33,6,2
2016-11-21 19:10:46.007000,GPU0,33,6,2
2016-11-21 19:10:48.012000,GPU0,33,17,9
2016-11-21 19:10:50.016000,GPU0,33,6,2
2016-11-21 19:10:52.021000,GPU0,33,4,2
2016-11-21 19:10:54.025000,GPU0,33,3,1
2016-11-21 19:10:56.029000,GPU0,33,4,1
2016-11-21 19:10:58.033000,GPU0,33,15,9
2016-11-21 19:11:00.037000,GPU0,33,5,2
2016-11-21 19:11:02.043000,GPU0,33,5,2
2016-11-21 19:11:04.048000,GPU0,33,6,2
2016-11-21 19:11:06.053000,GPU0,33,5,2
2016-11-21 19:11:08.056000,GPU0,33,12,7
2016-11-21 19:11:10.061000,GPU0,33,4,1
2016-11-21 19:11:12.068000,GPU0,33,5,2
2016-11-21 19:11:14.072000,GPU0,33,6,2
2016-11-21 19:11:16.076000,GPU0,33,6,2
2016-11-21 19:11:18.081000,GPU0,33,13,7
2016-11-21 19:11:20.084000,GPU0,33,3,1
2016-11-21 19:11:22.088000,GPU0,33,4,1
2016-11-21 19:11:24.094000,GPU0,33,4,1
2016-11-21 19:11:26.100000,GPU0,33,5,2
2016-11-21 19:11:28.104000,GPU0,33,13,7
2016-11-21 19:11:30.108000,GPU0,33,5,2
2016-11-21 19:11:32.113000,GPU0,33,6,2
2016-11-21 19:11:34.117000,GPU0,33,4,1
2016-11-21 19:11:36.121000,GPU0,33,4,1
2016-11-21 19:11:38.124000,GPU0,33,8,4
2016-11-21 19:11:40.128000,GPU0,33,5,2
2016-11-21 19:11:42.132000,GPU0,33,5,2
2016-11-21 19:11:44.137000,GPU0,33,5,2
2016-11-21 19:11:46.141000,GPU0,33,6,2
2016-11-21 19:11:48.145000,GPU0,33,9,5
2016-11-21 19:11:50.151000,GPU0,33,3,1
2016-11-21 19:11:52.157000,GPU0,33,3,1
2016-11-21 19:11:54.161000,GPU0,33,5,2
2016-11-21 19:11:56.168000,GPU0,33,5,2
2016-11-21 19:11:58.174000,GPU0,33,10,5
2016-11-21 19:12:00.179000,GPU0,33,4,2
2016-11-21 19:12:02.183000,GPU0,33,3,1
2016-11-21 19:12:04.187000,GPU0,33,4,2
2016-11-21 19:12:06.193000,GPU0,33,3,1
2016-11-21 19:12:08.199000,GPU0,33,8,3
2016-11-21 19:12:10.206000,GPU0,33,6,2
2016-11-21 19:12:12.213000,GPU0,33,5,2
2016-11-21 19:12:14.218000,GPU0,33,4,2
2016-11-21 19:12:16.225000,GPU0,33,3,1
2016-11-21 19:12:18.231000,GPU0,33,5,2
2016-11-21 19:12:20.237000,GPU0,33,4,2
2016-11-21 19:12:22.254000,GPU0,33,6,2
2016-11-21 19:12:24.258000,GPU0,33,5,2
2016-11-21 19:12:26.265000,GPU0,33,5,2
2016-11-21 19:12:28.270000,GPU0,33,6,2
2016-11-21 19:12:30.274000,GPU0,33,4,1
2016-11-21 19:12:32.278000,GPU0,33,4,1
2016-11-21 19:12:34.283000,GPU0,33,4,1
2016-11-21 19:12:36.286000,GPU0,33,5,2
2016-11-21 19:12:38.290000,GPU0,33,5,2
2016-11-21 19:12:40.295000,GPU0,33,7,3
2016-11-21 19:12:42.300000,GPU0,33,6,2
2016-11-21 19:12:44.305000,GPU0,33,3,1
2016-11-21 19:12:46.309000,GPU0,33,4,1
2016-11-21 19:12:48.312000,GPU0,33,3,1
2016-11-21 19:12:50.316000,GPU0,33,5,2
2016-11-21 19:12:52.321000,GPU0,33,5,2
2016-11-21 19:12:54.326000,GPU0,33,6,2
2016-11-21 19:12:56.330000,GPU0,33,7,3
2016-11-21 19:12:58.334000,GPU0,33,4,1
2016-11-21 19:13:00.337000,GPU0,33,4,2
2016-11-21 19:13:02.344000,GPU0,33,3,1
2016-11-21 19:13:04.349000,GPU0,33,6,2
2016-11-21 19:13:06.355000,GPU0,33,5,2
2016-11-21 19:13:08.361000,GPU0,33,9,3
2016-11-21 19:13:10.367000,GPU0,33,6,3
2016-11-21 19:13:12.371000,GPU0,33,3,1
2016-11-21 19:13:14.376000,GPU0,33,3,1
2016-11-21 19:13:16.380000,GPU0,33,3,1
2016-11-21 19:13:18.386000,GPU0,33,9,3
2016-11-21 19:13:20.390000,GPU0,33,6,3
2016-11-21 19:13:22.398000,GPU0,33,6,2
2016-11-21 19:13:24.403000,GPU0,33,6,3
2016-11-21 19:13:26.411000,GPU0,33,3,1
2016-11-21 19:13:28.415000,GPU0,33,6,2
2016-11-21 19:13:30.420000,GPU0,33,3,1
2016-11-21 19:13:32.441000,GPU0,33,5,2
2016-11-21 19:13:34.446000,GPU0,33,5,2
2016-11-21 19:13:36.451000,GPU0,33,5,2
2016-11-21 19:13:38.455000,GPU0,33,9,4
2016-11-21 19:13:40.462000,GPU0,33,3,1
2016-11-21 19:13:42.467000,GPU0,33,3,1
2016-11-21 19:13:44.471000,GPU0,33,3,1
2016-11-21 19:13:46.476000,GPU0,33,5,2
2016-11-21 19:13:48.479000,GPU0,33,9,3
2016-11-21 19:13:50.483000,GPU0,33,6,2
2016-11-21 19:13:52.488000,GPU0,33,7,3
2016-11-21 19:13:54.492000,GPU0,33,3,1
2016-11-21 19:13:56.498000,GPU0,33,3,1
2016-11-21 19:13:58.502000,GPU0,33,6,2
2016-11-21 19:14:00.507000,GPU0,33,5,2
2016-11-21 19:14:02.513000,GPU0,33,7,4
2016-11-21 19:14:04.518000,GPU0,33,6,2
2016-11-21 19:14:06.523000,GPU0,33,5,2
2016-11-21 19:14:08.530000,GPU0,33,6,2
2016-11-21 19:14:10.536000,GPU0,33,3,1
2016-11-21 19:14:12.541000,GPU0,33,7,4
2016-11-21 19:14:14.546000,GPU0,33,5,2
2016-11-21 19:14:16.552000,GPU0,33,5,2
2016-11-21 19:14:18.557000,GPU0,33,9,3
2016-11-21 19:14:20.562000,GPU0,33,4,2
2016-11-21 19:14:22.566000,GPU0,33,7,4
2016-11-21 19:14:24.571000,GPU0,33,3,1
2016-11-21 19:14:26.576000,GPU0,33,3,1
2016-11-21 19:14:28.582000,GPU0,33,8,3
2016-11-21 19:14:30.585000,GPU0,33,5,2
2016-11-21 19:14:32.591000,GPU0,33,12,6
2016-11-21 19:14:34.596000,GPU0,33,3,1
2016-11-21 19:14:36.601000,GPU0,33,3,1
2016-11-21 19:14:38.605000,GPU0,33,6,2
2016-11-21 19:14:40.608000,GPU0,33,3,1
2016-11-21 19:14:42.613000,GPU0,33,11,6
2016-11-21 19:14:44.619000,GPU0,33,4,2
2016-11-21 19:14:46.623000,GPU0,33,6,2
2016-11-21 19:14:48.628000,GPU0,33,7,2
2016-11-21 19:14:50.631000,GPU0,33,3,1
2016-11-21 19:14:52.636000,GPU0,33,12,7
2016-11-21 19:14:54.640000,GPU0,33,3,1
2016-11-21 19:14:56.644000,GPU0,33,5,2
2016-11-21 19:14:58.648000,GPU0,33,8,3
2016-11-21 19:15:00.654000,GPU0,33,5,2
2016-11-21 19:15:02.660000,GPU0,33,13,8
2016-11-21 19:15:04.665000,GPU0,33,3,1
2016-11-21 19:15:06.671000,GPU0,33,3,1
2016-11-21 19:15:08.677000,GPU0,33,6,2
2016-11-21 19:15:10.683000,GPU0,33,4,2
2016-11-21 19:15:12.686000,GPU0,33,15,9
2016-11-21 19:15:14.691000,GPU0,33,5,2
2016-11-21 19:15:16.697000,GPU0,33,3,1
2016-11-21 19:15:18.703000,GPU0,33,7,2
2016-11-21 19:15:20.706000,GPU0,33,3,1
2016-11-21 19:15:22.711000,GPU0,33,13,8
2016-11-21 19:15:24.717000,GPU0,33,5,2
2016-11-21 19:15:26.721000,GPU0,33,6,2
2016-11-21 19:15:28.725000,GPU0,33,10,3
2016-11-21 19:15:30.730000,GPU0,33,4,1
2016-11-21 19:15:32.736000,GPU0,33,13,8
2016-11-21 19:15:34.742000,GPU0,33,3,1
2016-11-21 19:15:36.745000,GPU0,33,4,1
2016-11-21 19:15:38.751000,GPU0,33,9,3
2016-11-21 19:15:40.757000,GPU0,33,7,2
2016-11-21 19:15:42.761000,GPU0,33,15,9
2016-11-21 19:15:44.769000,GPU0,33,3,1
2016-11-21 19:15:46.773000,GPU0,33,4,2
2016-11-21 19:15:48.777000,GPU0,33,6,2
2016-11-21 19:15:50.783000,GPU0,33,4,1
2016-11-21 19:15:52.787000,GPU0,33,16,9
2016-11-21 19:15:54.791000,GPU0,33,5,2
2016-11-21 19:15:56.796000,GPU0,33,5,2
2016-11-21 19:15:58.801000,GPU0,33,30,18
2016-11-21 19:16:00.804000,GPU0,33,5,7
2016-11-21 19:16:02.813000,GPU0,33,16,14
2016-11-21 19:16:04.816000,GPU0,33,18,12
