Time, GPU Index, Temp C, GPU %, Memory %
2016-11-22 06:23:32.636000,GPU0,58,99,70
2016-11-22 06:23:34.640000,GPU0,59,99,70
2016-11-22 06:23:36.644000,GPU0,59,99,71
2016-11-22 06:23:38.650000,GPU0,60,99,69
2016-11-22 06:23:40.654000,GPU0,61,99,70
2016-11-22 06:23:42.657000,GPU0,62,99,69
2016-11-22 06:23:44.661000,GPU0,62,99,69
2016-11-22 06:23:46.665000,GPU0,63,99,68
2016-11-22 06:23:48.668000,GPU0,64,99,69
2016-11-22 06:23:50.672000,GPU0,65,99,68
2016-11-22 06:23:52.676000,GPU0,65,99,68
2016-11-22 06:23:54.679000,GPU0,66,99,69
2016-11-22 06:23:56.683000,GPU0,66,99,68
2016-11-22 06:23:58.686000,GPU0,67,99,68
2016-11-22 06:24:00.691000,GPU0,68,99,68
2016-11-22 06:24:02.695000,GPU0,68,99,69
2016-11-22 06:24:04.700000,GPU0,69,99,67
2016-11-22 06:24:06.704000,GPU0,69,99,67
2016-11-22 06:24:08.707000,GPU0,70,99,68
2016-11-22 06:24:10.711000,GPU0,70,99,68
2016-11-22 06:24:12.714000,GPU0,71,99,67
2016-11-22 06:24:14.717000,GPU0,71,99,67
2016-11-22 06:24:16.721000,GPU0,71,99,67
2016-11-22 06:24:18.724000,GPU0,72,99,68
2016-11-22 06:24:20.729000,GPU0,72,99,66
2016-11-22 06:24:22.732000,GPU0,73,99,66
2016-11-22 06:24:24.734000,GPU0,64,5,1
2016-11-22 06:24:26.737000,GPU0,63,6,2
2016-11-22 06:24:28.741000,GPU0,61,10,6
2016-11-22 06:24:30.745000,GPU0,60,10,12
2016-11-22 06:24:32.748000,GPU0,59,20,16
2016-11-22 06:24:34.752000,GPU0,58,15,13
2016-11-22 06:24:36.755000,GPU0,58,22,15
2016-11-22 06:24:38.759000,GPU0,57,22,16
2016-11-22 06:24:40.762000,GPU0,56,37,24
2016-11-22 06:24:42.765000,GPU0,56,19,14
2016-11-22 06:24:44.768000,GPU0,55,17,13
2016-11-22 06:24:46.771000,GPU0,54,17,13
2016-11-22 06:24:48.774000,GPU0,54,19,14
2016-11-22 06:24:50.778000,GPU0,54,33,21
2016-11-22 06:24:52.782000,GPU0,53,21,14
2016-11-22 06:24:54.786000,GPU0,53,24,15
2016-11-22 06:24:56.790000,GPU0,52,24,15
2016-11-22 06:24:58.794000,GPU0,52,20,13
2016-11-22 06:25:00.799000,GPU0,52,30,20
2016-11-22 06:25:02.803000,GPU0,51,21,13
2016-11-22 06:25:04.806000,GPU0,51,23,14
2016-11-22 06:25:06.810000,GPU0,50,23,14
2016-11-22 06:25:08.813000,GPU0,50,32,19
2016-11-22 06:25:10.818000,GPU0,50,42,27
2016-11-22 06:25:12.823000,GPU0,49,29,22
2016-11-22 06:25:14.826000,GPU0,49,15,13
2016-11-22 06:25:16.830000,GPU0,49,16,13
2016-11-22 06:25:18.833000,GPU0,48,19,14
2016-11-22 06:25:20.837000,GPU0,48,27,21
2016-11-22 06:25:22.841000,GPU0,48,26,19
2016-11-22 06:25:24.845000,GPU0,48,18,14
2016-11-22 06:25:26.849000,GPU0,47,27,21
2016-11-22 06:25:28.852000,GPU0,47,15,13
2016-11-22 06:25:30.856000,GPU0,47,26,21
2016-11-22 06:25:32.859000,GPU0,47,33,24
2016-11-22 06:25:34.863000,GPU0,46,31,23
2016-11-22 06:25:36.867000,GPU0,46,18,14
2016-11-22 06:25:38.870000,GPU0,46,19,14
2016-11-22 06:25:40.873000,GPU0,46,28,20
2016-11-22 06:25:42.877000,GPU0,45,18,13
2016-11-22 06:25:44.881000,GPU0,45,20,13
2016-11-22 06:25:46.885000,GPU0,45,24,15
2016-11-22 06:25:48.889000,GPU0,45,21,14
2016-11-22 06:25:50.892000,GPU0,45,33,21
2016-11-22 06:25:52.895000,GPU0,44,21,13
2016-11-22 06:25:54.899000,GPU0,44,17,12
2016-11-22 06:25:56.902000,GPU0,44,29,19
2016-11-22 06:25:58.906000,GPU0,44,20,13
2016-11-22 06:26:00.910000,GPU0,44,40,25
2016-11-22 06:26:02.915000,GPU0,45,4,1
2016-11-22 06:26:04.919000,GPU0,45,4,1
2016-11-22 06:26:06.929000,GPU0,45,3,1
2016-11-22 06:26:08.932000,GPU0,46,5,2
2016-11-22 06:26:10.935000,GPU0,46,5,2
2016-11-22 06:26:12.939000,GPU0,46,3,1
2016-11-22 06:26:14.943000,GPU0,46,4,1
2016-11-22 06:26:16.947000,GPU0,46,4,1
2016-11-22 06:26:18.950000,GPU0,46,5,2
2016-11-22 06:26:20.954000,GPU0,46,5,2
2016-11-22 06:26:22.958000,GPU0,46,4,1
2016-11-22 06:26:24.962000,GPU0,46,3,1
2016-11-22 06:26:26.967000,GPU0,46,3,1
